iter	RMSE
439	0.1793537764
440	0.1788146473
441	0.1785054007
442	0.177747255
443	0.1775505391
444	0.1775324095
445	0.1772323294
446	0.1768316796
447	0.1764840292
448	0.1760312116
449	0.175730684
450	0.1754329859
451	0.174979055
452	0.1749679305
453	0.1744890452
454	0.1738543402
455	0.1738242781
456	0.173413591
457	0.1732551726
458	0.1727917274
459	0.1725125518
460	0.172256361
461	0.1722350343
462	0.1718577841
463	0.1715267702
464	0.1713094808
465	0.171128317
466	0.1709127009
467	0.1707144283
468	0.1699446306
469	0.1694829389
470	0.1692300408
471	0.1684909283
472	0.1680694859
473	0.1680482627
474	0.1680235237
475	0.1676069747
476	0.1672510913
477	0.1669278046
478	0.1667307756
479	0.1665819787
480	0.1662573093
481	0.1657365091
482	0.1650650349
483	0.1644588103
484	0.1644375443
485	0.1640284827
486	0.1637612469
487	0.1634365509
488	0.1631930846
489	0.162941263
490	0.1628665851
491	0.1622105399
492	0.1621900818
493	0.1620527565
494	0.1618226302
495	0.1618023001
496	0.1617855011
497	0.1617661542
498	0.1617201075
499	0.1614359889
500	0.1612251959
501	0.1609613174
502	0.1609441785
503	0.1604220591
504	0.1601428653
505	0.1599228996
506	0.1595320373
507	0.1592766037
508	0.1589328249
509	0.1589211312
510	0.1585976585
511	0.158289412
512	0.1582665429
513	0.1578562486
514	0.1573089949
515	0.1569576418
516	0.156600203
517	0.156575837
518	0.1562172639
519	0.1559611815
520	0.1558100555
521	0.1555578111
522	0.1551299542
523	0.154734836
524	0.1544472724
525	0.1541502308
526	0.1539117048
527	0.1536378095
528	0.1536159653
529	0.1536045372
530	0.153583437
531	0.1535403386
532	0.1534656387
533	0.1532511596
534	0.1532312131
535	0.1529281715
536	0.1526376165
537	0.1526178512
538	0.1521966282
539	0.1519636764
540	0.1514657758
541	0.1512315634
542	0.1510041915
543	0.1505252807
544	0.1502235369
545	0.1502044445
546	0.1501864697
547	0.1501577645
548	0.1499392587
549	0.1496487186
550	0.1493996551
551	0.1489175836
552	0.1485075011
553	0.1483162252
554	0.1480553927
555	0.1477633843
556	0.1475317352
557	0.1473086333
558	0.1471212736
559	0.1469511676
560	0.1469354262
561	0.1468737323
562	0.1468589999
563	0.1466082576
564	0.1465988559
565	0.1465795063
566	0.1465646263
567	0.146414995
568	0.1459974152
569	0.1457137863
570	0.1453636865
571	0.1451594794
572	0.1450185702
573	0.1446103905
574	0.1444466009
575	0.1440953393
576	0.1437423319
577	0.1434157349
578	0.1431212522
579	0.1428613501
580	0.1426484904
581	0.142453676
582	0.1424407548
583	0.1422688711
584	0.1422520958
585	0.1422154585
586	0.1421961842
587	0.1420390689
588	0.1418220836
589	0.1417684837
590	0.1413647184
591	0.1413460279
592	0.1412438348
593	0.1409425212
594	0.1407353125
595	0.1405790998
596	0.140570952
597	0.1404322977
598	0.1404140762
599	0.1403828381
600	0.1402399558
601	0.1399671345
602	0.1398175419
603	0.1398118178
604	0.1393538571
605	0.1389557917
606	0.1389434767
607	0.1388465966
608	0.1386952008
609	0.1386240095
610	0.1382887021
611	0.1380587011
612	0.1377544281
613	0.1375786042
614	0.1375615823
615	0.1372859417
616	0.1370097403
617	0.1368224943
618	0.1368064791
619	0.1365548356
620	0.1365060325
621	0.136093085
622	0.1360811699
623	0.1358842996
624	0.1355716977
625	0.1354744775
626	0.1354683526
627	0.1352502478
628	0.1349130008
629	0.1349065959
630	0.1346891824
631	0.1346549445
632	0.1343509482
633	0.1341100449
634	0.133724058
635	0.1334678819
636	0.1334596429
637	0.1333007824
638	0.1331788026
639	0.1328782234
640	0.1328733819
641	0.1326903086
642	0.1325521301
643	0.1323254314
644	0.1322562101
645	0.1320596969
646	0.1318879773
647	0.1318765095
648	0.1316654968
649	0.1314659232
650	0.1311036909
651	0.1309251268
652	0.1306207636
653	0.1303111902
654	0.1301392735
655	0.12989597
656	0.1298898139
657	0.1296097303
658	0.1293908551
659	0.1291800214
660	0.1290285786
661	0.1288468225
662	0.1288394091
663	0.1285485831
664	0.1283747173
665	0.1281690988
666	0.128164501
667	0.1279858379
668	0.1277049372
669	0.1276290017
670	0.1275705783
671	0.1275370209
672	0.1273080081
673	0.1271369264
674	0.1269874551
675	0.1268805268
676	0.1266644975
677	0.1264914592
678	0.126304815
679	0.1259845584
680	0.1258195264
681	0.1255474353
682	0.125359235
683	0.1251008298
684	0.1249380024
685	0.124691927
686	0.1244601105
687	0.1242067072
688	0.1239710943
689	0.1237827359
690	0.123604653
691	0.1234644561
692	0.1234377901
693	0.1231441831
694	0.1229654143
695	0.1228056341
696	0.1226780122
697	0.1224195715
698	0.1222567793
699	0.1220927136
700	0.1219683343
701	0.1218501451
702	0.121653365
703	0.12141891
704	0.121189524
705	0.121041461
706	0.1210346961
707	0.1207452413
708	0.1205800678
709	0.1204318032
710	0.1203726004
711	0.1201987834
712	0.120030441
713	0.119764237
714	0.1196088545
715	0.1194745321
716	0.119256513
717	0.119163178
718	0.1189994571
719	0.1188753215
720	0.1186570593
721	0.1184570144
722	0.118230147
723	0.1182236577
724	0.1179610215
725	0.1178391832
726	0.1177536983
727	0.1177474988
728	0.1176474644
729	0.1175010368
730	0.1172444481
731	0.1172384421
732	0.1170913859
733	0.1169041289
734	0.1167446764
735	0.1164889019
736	0.1163408915
737	0.1161789515
738	0.115903139
739	0.1156829508
740	0.115577617
741	0.1154121416
742	0.1151740679
743	0.1150397317
744	0.1149776103
745	0.1147721261
746	0.1145774139
747	0.1143609269
748	0.1142241573
749	0.1141381563
750	0.1139490832
751	0.1138278131
752	0.1138235509
753	0.1136407887
754	0.1134664968
755	0.1133075612
756	0.1132589318
757	0.1132185597
758	0.1130575756
759	0.1129355896
760	0.1127680044
761	0.112752404
762	0.1126957312
763	0.1126755924
764	0.1124244959
765	0.1122908678
766	0.1121634076
767	0.1121258432
768	0.1121120383
769	0.1119349636
770	0.1117908643
771	0.1116372565
772	0.111467085
773	0.1113041935
774	0.1110986751
775	0.1110890003
776	0.1110385429
777	0.1110344804
778	0.1110104034
779	0.11077694
780	0.1106486136
781	0.1104797899
782	0.1103003034
783	0.1101542605
784	0.1099872196
785	0.1099649481
786	0.1099443601
787	0.1097766653
788	0.1096606453
789	0.109532178
790	0.1093739239
791	0.1092238665
792	0.1090671876
793	0.1089678809
794	0.1088202833
795	0.1086466464
796	0.1084872681
797	0.1083516236
798	0.1081191817
799	0.107883313
800	0.1078794366
801	0.1076904702
802	0.1075344791
803	0.1075146919
804	0.1073858345
805	0.1073757318
806	0.1072011725
807	0.1071875605
808	0.1071833922
809	0.107058414
810	0.1068962053
811	0.1067680115
812	0.1066407069
813	0.1064834568
814	0.1064739621
815	0.1063372948
816	0.1061995676
817	0.1060385922
818	0.106004485
819	0.105819627
820	0.1058014675
821	0.105785174
822	0.1056032013
823	0.1054928185
824	0.1053546332
825	0.1052213308
826	0.1050124969
827	0.1049654665
828	0.1048613649
829	0.1047526268
830	0.1046438872
831	0.1044645007
832	0.1042538904
833	0.1042247229
834	0.1040802509
835	0.1039049786
836	0.1037832147
837	0.1036927898
838	0.1036057406
839	0.103435831
840	0.1032942472
841	0.1031665772
842	0.1030319456
843	0.1030100632
844	0.1028674594
845	0.1028503262
846	0.1027243471
847	0.1026008314
848	0.1025762361
849	0.1024832729
850	0.1023733511
851	0.1022168691
852	0.1021299969
853	0.1020924365
854	0.1019675592
855	0.1019049199
856	0.1018852802
857	0.1018476757
858	0.1017204677
859	0.1017168957
860	0.1016912648
861	0.1016389764
862	0.1015131685
863	0.1014553514
864	0.1013425647
865	0.1012141377
866	0.101179387
867	0.1010340786
868	0.1009376704
869	0.1008338478
870	0.1008188061
871	0.1007251541
872	0.1007063284
873	0.1007029532
874	0.1005702685
875	0.1005533376
876	0.1004334356
877	0.1003375035
878	0.1002635333
879	0.1001793353
880	0.1000919106
881	0.09993948113
882	0.09993006802
883	0.09988795422
884	0.09966349601
885	0.09953368034
886	0.0994524219
887	0.09944915538
888	0.09941230217
889	0.09937193794
890	0.09924100794
891	0.09922920798
892	0.09919071807
893	0.09913922485
894	0.09905481504
895	0.09903121726
896	0.09890754518
897	0.09885781553
898	0.09873732136
899	0.09854089892
900	0.09846441382
901	0.09830616413
902	0.09821568946
903	0.09821269825
904	0.0982097985
905	0.09804022766
906	0.09801309046
907	0.09786603664
908	0.09785191509
909	0.09780839299
910	0.09770257683
911	0.09757646846
912	0.09754708319
913	0.09747402996
914	0.09739131441
915	0.09733822527
916	0.09723399551
917	0.09706785534
918	0.09686289928
919	0.09686012709
920	0.09672343271
921	0.09662584142
922	0.09657408808
923	0.09648743403
924	0.09648472389
925	0.09634459453
926	0.09634195054
927	0.09622376577
928	0.09609575038
929	0.09599461278
930	0.09587267515
931	0.09576565266
932	0.09570336957
933	0.09559298166
934	0.09546782995
935	0.09536218528
936	0.09532987595
937	0.09532563098
938	0.09520893692
939	0.09513179337
940	0.09512924439
941	0.0950283332
942	0.09490311313
943	0.09482443323
944	0.09475700619
945	0.09467439887
946	0.09456376567
947	0.09450660853
948	0.09442246581
949	0.09438298033
950	0.0942720128
951	0.09416862245
952	0.09416462192
953	0.09407522556
954	0.09393779336
955	0.09387243351
956	0.09382006714
957	0.09380728204
958	0.09376844169
959	0.09356554983
960	0.09340081933
961	0.09333420574
962	0.09330232375
963	0.09326442424
964	0.09317780768
965	0.09317217311
966	0.0930504739
967	0.09295715707
968	0.09284960139
969	0.09280077667
970	0.09267340753
971	0.09258988024
972	0.09251381393
973	0.09241230845
974	0.09227026961
975	0.09212871444
976	0.0920912417
977	0.09207793355
978	0.09195299544
979	0.09190647133
980	0.09174201093
981	0.09170638345
982	0.09161313662
983	0.09159232457
984	0.09155069457
985	0.09151649046
986	0.0914784318
987	0.09133440856
988	0.0911577581
989	0.09108575015
990	0.09104425437
991	0.09098344896
992	0.09090492052
993	0.09074315095
994	0.09064951103
995	0.09062761037
996	0.09048021961
997	0.09037764282
998	0.09037534024
999	0.09022373437
